-0.72643,-0.71894
-0.6206,-0.71894
0.64582,-0.71894
1.508,-0.71894
1.6144,-0.71894
1.496,-0.71894
1.3911,-0.71894
1.3447,-0.71894
1.3309,-0.71894
1.328,-0.71894
1.3276,-0.71894
1.1812,-0.71894
-0.12924,-0.71894
-0.92875,-0.71894
-1.0085,-0.7186
-0.88675,-0.082215
-0.78547,1.2224
-0.74195,1.6297
-0.72941,1.5767
-0.7267,1.45
-0.72643,1.3755
-0.72643,1.3491
-0.72643,1.3425
-0.72643,1.3413
-0.72643,1.3413
-0.72643,1.3413
-0.72643,1.3413
-0.72643,1.3413
-0.72643,1.3413
-0.72643,1.3413
-0.72643,1.2932
-0.72643,0.14381
-0.72643,-0.84663
-0.72643,-1.0133
-0.33932,-0.90454
1.0299,-0.79235
1.5916,-0.73941
1.5852,-0.72312
1.457,-0.71944
1.3712,-0.71894
1.3383,-0.71894
1.3282,-0.71894
0.60223,-0.71894
-0.65892,-0.71894
-1.0184,-0.71894
-0.95321,-0.57211
-0.82835,0.74227
-0.75789,1.5442
-0.73353,1.6241
-0.72752,1.5022
-0.72643,1.4004
-0.72643,1.3569
-0.72643,1.3443
-0.72643,1.3415
-0.72643,1.3409
-0.72643,0.70453
-0.72643,-0.60008
-0.72643,-1.0074
-0.65327,-0.9545
0.55798,-0.82769
1.4831,-0.75322
1.6181,-0.72682
1.5043,-0.72019
1.3958,-0.71894
1.3463,-0.71894
1.3313,-0.71894
1.133,-0.71894
-0.21025,-0.71894
-0.94791,-0.71894
-1.0032,-0.71528
-0.87876,0.10192
-0.78124,1.3205
-0.74056,1.6369
-0.72908,1.5605
-0.72664,1.4373
-0.72643,1.3703
-0.72643,1.2415
-0.72643,-0.034151
-0.72643,-0.89984
-0.72638,-1.0065
-0.1789,-0.8879
1.1538,-0.78264
1.6092,-0.73601
1.5704,-0.72229
1.4428,-0.71928
1.3648,-0.71894
1.3362,-0.71894
1.3291,-0.71894
1.3276,-0.71894
1.3276,-0.71894
1.076,-0.71894
-0.28729,-0.71894
-0.96445,-0.71894
-0.99729,-0.71055
-0.87093,0.19647
-0.77725,1.3633
-0.73929,1.6385
-0.72878,1.5522
-0.72659,1.4311
-0.72643,1.3678
-0.72643,1.347
-0.72643,1.3421
-0.72643,1.3413
-0.72643,1.3413
-0.72643,1.0889
-0.72643,-0.27849
-0.72643,-0.95767
-0.72278,-0.99061
0.091985,-0.86387
1.3069,-0.76991
1.6224,-0.73183
1.5462,-0.7213
1.4233,-0.7191
1.3566,-0.71894
1.334,-0.71894
1.0769,-0.71894
-0.28729,-0.71894
-0.96445,-0.71894
-0.99729,-0.71055
-0.87093,0.19647
-0.77725,1.3633
-0.73929,1.6385
-0.72878,1.5522
-0.72659,1.2356
-0.72643,-0.17457
-0.72643,-0.9353
-0.72513,-0.99572
-0.0009605,-0.87173
1.2601,-0.77391
1.6195,-0.73312
1.5544,-0.7216
1.3564,-0.71915
0.074669,-0.71894
-0.87475,-0.71894
-1.0158,-0.71893
-0.90314,-0.25292
-0.79465,1.107
-0.74508,1.6159
-0.73016,1.5924
-0.72685,1.4638
-0.72643,1.3816
-0.72643,1.3509
-0.72643,1.3429
-0.72643,1.3119
-0.72643,0.23672
-0.72643,-0.81505
-0.72643,-1.0153
-0.33932,-0.91295
1.0299,-0.7976
1.5916,-0.74131
1.5852,-0.72361
1.457,-0.71953
1.3712,-0.71894
1.3383,-0.71894
1.3295,-0.71894
1.2798,-0.71894
0.13374,-0.71894
-0.85374,-0.71894
-1.0199,-0.71894
-0.91148,-0.33067
-0.79962,1.0427
-0.74684,1.606
-0.7306,1.5996
-0.72693,1.471
-0.72643,1.3849
-0.72643,1.352
-0.72643,1.3431
-0.72643,1.3413
-0.72643,1.3413
-0.72643,1.3413
-0.72643,1.3413
-0.72643,1.3413
-0.72643,1.3412
-0.72643,0.79209
-0.72643,-0.54459
-0.72643,-1.0014
-0.67852,-0.96237
0.46744,-0.83447
1.455,-0.75615
1.6211,-0.72766
1.5127,-0.72037
1.4007,-0.71894
1.3479,-0.71894
1.3317,-0.71894
1.328,-0.71894
1.3276,-0.71894
1.3276,-0.71894
1.3276,-0.71894
1.2545,-0.71894
0.043201,-0.71894
-0.88185,-0.71894
-1.0169,-0.71889
-0.90314,-0.16977
-0.79465,1.1669
-0.74508,1.6237
-0.73016,1.5848
-0.72685,1.4568
-0.72643,1.3785
-0.72643,1.3499
-0.72643,1.3427
-0.72643,1.3413
-0.72643,1.3413
-0.72643,1.3413
-0.72643,1.1944
-0.72643,-0.11996
-0.72643,-0.92186
-0.72609,-1.0018
-0.091605,-0.87974
1.2091,-0.77815
1.6152,-0.73451
1.5624,-0.72192
1.4361,-0.71921
1.3617,-0.71894
1.3354,-0.71894
1.3288,-0.71894
1.3276,-0.71894
1.2218,-0.71894
-0.044629,-0.71894
-0.90679,-0.71894
-1.0131,-0.71889
-0.89489,-0.16977
-0.78994,1.1669
-0.74345,1.6237
-0.72977,1.5848
-0.72677,1.4568
-0.72643,1.3785
-0.72643,1.3499
-0.72643,1.2366
-0.72643,-0.035098
-0.72643,-0.89984
