-0.72609,-1.0065
-0.091605,-0.8879
1.2091,-0.78264
1.6152,-0.73601
1.5624,-0.72229
1.4361,-0.71928
1.3617,-0.71894
1.3354,-0.71894
1.3288,-0.71894
1.3276,-0.71894
1.3276,-0.71894
1.3276,-0.71894
1.3276,-0.71894
1.3276,-0.71894
1.3276,-0.71894
1.3276,-0.71894
1.1326,-0.71894
-0.21025,-0.71894
-0.94791,-0.71894
-1.0032,-0.71528
-0.87876,0.10192
-0.78124,1.3205
-0.74056,1.6369
-0.72908,1.5605
-0.72664,1.4373
-0.72643,1.3703
-0.72643,1.3393
-0.72643,0.42682
-0.72643,-0.74099
-0.72643,-1.0161
-0.53141,-0.9298
0.81143,-0.80886
1.549,-0.74557
1.6043,-0.72472
1.48,-0.71976
1.3825,-0.71894
1.3252,-0.71894
0.32302,-0.71894
-0.78699,-0.71894
-1.0229,-0.71894
-0.92828,-0.46656
-0.81034,0.9008
-0.75078,1.58
-0.73161,1.613
-0.72713,1.4863
-0.72643,1.3921
-0.72643,1.3542
-0.72643,1.3435
-0.72643,1.3415
-0.72643,1.3413
-0.72643,1.3413
-0.72643,1.3413
-0.72643,1.3413
-0.72643,1.2351
-0.72643,-0.035098
-0.72643,-0.89984
-0.72609,-1.0065
-0.091605,-0.8879
1.2091,-0.78264
1.6152,-0.73601
1.5624,-0.72229
1.4361,-0.71928
1.3617,-0.71894
1.3354,-0.71894
1.3288,-0.71894
1.3276,-0.71894
1.3276,-0.71894
1.3263,-0.71894
0.60215,-0.71894
-0.65892,-0.71894
-1.0184,-0.71894
-0.95321,-0.6128
-0.82835,0.65741
-0.75789,1.5221
-0.73353,1.6289
-0.72752,1.5102
-0.72643,1.4049
-0.72643,1.3584
-0.72643,1.3445
-0.72643,1.0248
-0.72643,-0.3516
-0.72643,-0.97184
-0.70989,-0.98419
0.28081,-0.85621
1.3884,-0.76614
1.624,-0.73065
1.5295,-0.72103
1.4116,-0.71905
1.3521,-0.71894
1.3327,-0.71894
1.3282,-0.71894
1.3276,-0.71894
1.3276,-0.71894
1.3276,-0.71894
1.3276,-0.71894
0.94051,-0.71894
-0.42873,-0.71894
-0.99043,-0.71894
-0.984,-0.70235
-0.85584,0.29132
-0.76996,1.4022
-0.73703,1.6385
-0.72827,1.5438
-0.7265,1.4255
-0.72643,1.3658
-0.72643,1.3381
-0.72643,0.42657
-0.72643,-0.74099
-0.72643,-1.0161
-0.53141,-0.9298
0.81143,-0.80886
1.549,-0.74557
1.6043,-0.72472
1.48,-0.71976
1.3825,-0.71894
1.3418,-0.71894
1.3303,-0.71894
1.3278,-0.71894
1.3276,-0.71894
1.3276,-0.71894
1.3276,-0.71894
1.3193,-0.71894
0.41494,-0.71894
-0.74842,-0.71894
-1.0227,-0.71894
-0.93666,-0.52333
-0.81608,0.82353
-0.75298,1.5633
-0.73219,1.6188
-0.72724,1.4941
-0.72643,1.3963
-0.72643,1.3555
-0.72643,1.3439
-0.72643,0.95321
-0.72643,-0.42035
-0.72643,-0.98373
-0.69708,-0.97728
0.37481,-0.84874
1.4235,-0.7626
1.6232,-0.72957
1.5211,-0.72079
1.4061,-0.71901
1.3463,-0.71894
0.51386,-0.71894
-0.70511,-0.71894
-1.0213,-0.71894
-0.945,-0.57211
-0.82209,0.74227
-0.75535,1.5442
-0.73283,1.6241
-0.72737,1.5022
-0.72643,1.4004
-0.72643,1.3569
-0.72643,1.3443
-0.72643,1.3415
-0.72643,0.87524
-0.72643,-0.48469
-0.72643,-0.99352
-0.72643,-0.96999
-0.72643,-0.84149
-0.72643,-0.75927
-0.72643,-0.72857
-0.72643,-0.72057
-0.72643,-0.71897
-0.72643,-0.71894
-0.72643,-0.71894
-0.72643,-0.71894
-0.72643,-0.71894
-0.72643,-0.71894
-0.72643,-0.71894
